TIENDA_ID,MES_ID,VENTA_TOTAL,DESVIACION_ESTANDAR_VENTA,PROMEDIO_VENTA,MES_ID_DATETIME,MES_ID_TIMESTAMP,index año anterior,INDEX_promedio,INDEX_desviacion estandar
1,202412,344489.01,188238.6394933376,708027.569047619,2024-12-01,1733011200,0.48276837494672564,1.4896512714313686,1.0170052129870906
2,202301,729203.78,147170.4389971375,899474.1304761906,2023-01-01,1672531200,,1.2046778903539745,0.06703388001099159
2,202302,702849.63,147170.4389971375,899474.1304761906,2023-02-01,1675209600,,1.2046778903539745,0.06703388001099159
2,202303,808482.52,147170.4389971375,899474.1304761906,2023-03-01,1677628800,,1.2046778903539745,0.06703388001099159
2,202304,797786.16,147170.4389971375,899474.1304761906,2023-04-01,1680307200,,1.2046778903539745,0.06703388001099159
2,202305,872478.7,147170.4389971375,899474.1304761906,2023-05-01,1682899200,,1.2046778903539745,0.06703388001099159
2,202306,954589.56,147170.4389971375,899474.1304761906,2023-06-01,1685577600,,1.2046778903539745,0.06703388001099159
2,202307,923898.95,147170.4389971375,899474.1304761906,2023-07-01,1688169600,,1.2046778903539745,0.06703388001099159
2,202308,906241.37,147170.4389971375,899474.1304761906,2023-08-01,1690848000,,1.2046778903539745,0.06703388001099159
2,202309,981210.96,147170.4389971375,899474.1304761906,2023-09-01,1693526400,,1.2046778903539745,0.06703388001099159
2,202310,890527.05,147170.4389971375,899474.1304761906,2023-10-01,1696118400,,1.2046778903539745,0.06703388001099159
2,202311,875175.97,147170.4389971375,899474.1304761906,2023-11-01,1698796800,,1.2046778903539745,0.06703388001099159
2,202312,947925.16,147170.4389971375,899474.1304761906,2023-12-01,1701388800,,1.2046778903539745,0.06703388001099159
2,202401,948089.77,147170.4389971375,899474.1304761906,2024-01-01,1704067200,1.300171222370789,1.2046778903539745,0.06703388001099159
2,202402,810243.42,147170.4389971375,899474.1304761906,2024-02-01,1706745600,1.1527976759410117,1.2046778903539745,0.06703388001099159
2,202403,959372.49,147170.4389971375,899474.1304761906,2024-03-01,1709251200,1.1866335588801598,1.2046778903539745,0.06703388001099159
2,202404,978336.28,147170.4389971375,899474.1304761906,2024-04-01,1711929600,1.2263139285344333,1.2046778903539745,0.06703388001099159
2,202405,1140719.77,147170.4389971375,899474.1304761906,2024-05-01,1714521600,1.3074471273625363,1.2046778903539745,0.06703388001099159
2,202406,1083879.45,147170.4389971375,899474.1304761906,2024-06-01,1717200000,1.1354402933130756,1.2046778903539745,0.06703388001099159
2,202407,1085740.35,147170.4389971375,899474.1304761906,2024-07-01,1719792000,1.1751721873912728,1.2046778903539745,0.06703388001099159
2,202408,938581.3585395364,147170.4389971375,899474.1304761906,2024-08-01,1722470400,,1.2046778903539745,0.06703388001099159
2,202409,776299.6865824956,147170.4389971375,899474.1304761906,2024-09-01,1725148800,,1.2046778903539745,0.06703388001099159
2,202410,810063.0120232841,147170.4389971375,899474.1304761906,2024-10-01,1727740800,,1.2046778903539745,0.06703388001099159
2,202411,1009469.21,147170.4389971375,899474.1304761906,2024-11-01,1730419200,1.1534471290385178,1.2046778903539745,0.06703388001099159
2,202412,482736.19,147170.4389971375,899474.1304761906,2024-12-01,1733011200,0.5092555935533982,1.2046778903539745,0.06703388001099159
3,202301,657141.17,170336.71440997807,827487.1057142856,2023-01-01,1672531200,,1.3529787940441151,0.1265004780904227
3,202302,605517.81,170336.71440997807,827487.1057142856,2023-02-01,1675209600,,1.3529787940441151,0.1265004780904227
3,202303,755300.68,170336.71440997807,827487.1057142856,2023-03-01,1677628800,,1.3529787940441151,0.1265004780904227
3,202304,634715.83,170336.71440997807,827487.1057142856,2023-04-01,1680307200,,1.3529787940441151,0.1265004780904227
3,202305,682516.56,170336.71440997807,827487.1057142856,2023-05-01,1682899200,,1.3529787940441151,0.1265004780904227
3,202306,846276.14,170336.71440997807,827487.1057142856,2023-06-01,1685577600,,1.3529787940441151,0.1265004780904227
3,202307,840449.07,170336.71440997807,827487.1057142856,2023-07-01,1688169600,,1.3529787940441151,0.1265004780904227
3,202308,840699.23,170336.71440997807,827487.1057142856,2023-08-01,1690848000,,1.3529787940441151,0.1265004780904227
3,202309,952603.0,170336.71440997807,827487.1057142856,2023-09-01,1693526400,,1.3529787940441151,0.1265004780904227
3,202310,807286.79,170336.71440997807,827487.1057142856,2023-10-01,1696118400,,1.3529787940441151,0.1265004780904227
3,202311,704496.74,170336.71440997807,827487.1057142856,2023-11-01,1698796800,,1.3529787940441151,0.1265004780904227
3,202312,864281.47,170336.71440997807,827487.1057142856,2023-12-01,1701388800,,1.3529787940441151,0.1265004780904227
3,202401,875228.45,170336.71440997807,827487.1057142856,2024-01-01,1704067200,1.3318727998734274,1.3529787940441151,0.1265004780904227
3,202402,770080.41,170336.71440997807,827487.1057142856,2024-02-01,1706745600,1.2717716923966282,1.3529787940441151,0.1265004780904227
3,202403,911860.17,170336.71440997807,827487.1057142856,2024-03-01,1709251200,1.2072810129073364,1.3529787940441151,0.1265004780904227
3,202404,866457.73,170336.71440997807,827487.1057142856,2024-04-01,1711929600,1.3651112656194506,1.3529787940441151,0.1265004780904227
3,202405,1107760.0,170336.71440997807,827487.1057142856,2024-05-01,1714521600,1.6230521937812028,1.3529787940441151,0.1265004780904227
3,202406,1106569.47,170336.71440997807,827487.1057142856,2024-06-01,1717200000,1.307574936474045,1.3529787940441151,0.1265004780904227
3,202407,1086908.61,170336.71440997807,827487.1057142856,2024-07-01,1719792000,1.2932474421085387,1.3529787940441151,0.1265004780904227
3,202408,714356.3765238458,170336.71440997807,827487.1057142856,2024-08-01,1722470400,,1.3529787940441151,0.1265004780904227
3,202409,856784.5404798001,170336.71440997807,827487.1057142856,2024-09-01,1725148800,,1.3529787940441151,0.1265004780904227
3,202410,669855.5619673579,170336.71440997807,827487.1057142856,2024-10-01,1727740800,,1.3529787940441151,0.1265004780904227
3,202411,1003146.3,170336.71440997807,827487.1057142856,2024-11-01,1730419200,1.4239190091922924,1.3529787940441151,0.1265004780904227
3,202412,457933.59,170336.71440997807,827487.1057142856,2024-12-01,1733011200,0.5298431192791858,1.3529787940441151,0.1265004780904227
4,202301,1088717.62,215367.9694330369,1247370.1909523811,2023-01-01,1672531200,,1.1215948194277177,0.09468205014278454
4,202302,1040425.98,215367.9694330369,1247370.1909523811,2023-02-01,1675209600,,1.1215948194277177,0.09468205014278454
4,202303,1136516.53,215367.9694330369,1247370.1909523811,2023-03-01,1677628800,,1.1215948194277177,0.09468205014278454
4,202304,1249876.57,215367.9694330369,1247370.1909523811,2023-04-01,1680307200,,1.1215948194277177,0.09468205014278454
4,202305,1253613.07,215367.9694330369,1247370.1909523811,2023-05-01,1682899200,,1.1215948194277177,0.09468205014278454
4,202306,1414363.76,215367.9694330369,1247370.1909523811,2023-06-01,1685577600,,1.1215948194277177,0.09468205014278454
4,202307,1434354.18,215367.9694330369,1247370.1909523811,2023-07-01,1688169600,,1.1215948194277177,0.09468205014278454
4,202308,1304814.77,215367.9694330369,1247370.1909523811,2023-08-01,1690848000,,1.1215948194277177,0.09468205014278454
4,202309,1286361.63,215367.9694330369,1247370.1909523811,2023-09-01,1693526400,,1.1215948194277177,0.09468205014278454
4,202310,1156293.32,215367.9694330369,1247370.1909523811,2023-10-01,1696118400,,1.1215948194277177,0.09468205014278454
4,202311,1096348.23,215367.9694330369,1247370.1909523811,2023-11-01,1698796800,,1.1215948194277177,0.09468205014278454
4,202312,1305319.27,215367.9694330369,1247370.1909523811,2023-12-01,1701388800,,1.1215948194277177,0.09468205014278454
4,202401,1237898.61,215367.9694330369,1247370.1909523811,2024-01-01,1704067200,1.137024502276357,1.1215948194277177,0.09468205014278454
4,202402,1097120.79,215367.9694330369,1247370.1909523811,2024-02-01,1706745600,1.0544919207034795,1.1215948194277177,0.09468205014278454
4,202403,1284896.74,215367.9694330369,1247370.1909523811,2024-03-01,1709251200,1.1305570188231227,1.1215948194277177,0.09468205014278454
4,202404,1289293.94,215367.9694330369,1247370.1909523811,2024-04-01,1711929600,1.0315370100905243,1.1215948194277177,0.09468205014278454
4,202405,1592000.84,215367.9694330369,1247370.1909523811,2024-05-01,1714521600,1.26992999522572,1.1215948194277177,0.09468205014278454
4,202406,1477218.13,215367.9694330369,1247370.1909523811,2024-06-01,1717200000,1.0444400314668696,1.1215948194277177,0.09468205014278454
4,202407,1509611.7,215367.9694330369,1247370.1909523811,2024-07-01,1719792000,1.0524678779128318,1.1215948194277177,0.09468205014278454
4,202408,1242766.5921860714,215367.9694330369,1247370.1909523811,2024-08-01,1722470400,,1.1215948194277177,0.09468205014278454
4,202409,1142856.6819103195,215367.9694330369,1247370.1909523811,2024-09-01,1725148800,,1.1215948194277177,0.09468205014278454
4,202410,1412748.775545246,215367.9694330369,1247370.1909523811,2024-10-01,1727740800,,1.1215948194277177,0.09468205014278454
4,202411,1372968.07,215367.9694330369,1247370.1909523811,2024-11-01,1730419200,1.252310198922837,1.1215948194277177,0.09468205014278454
4,202412,566760.26,215367.9694330369,1247370.1909523811,2024-12-01,1733011200,0.4341928239517984,1.1215948194277177,0.09468205014278454
5,202301,1381033.15,256352.79918397777,1596266.5033333334,2023-01-01,1672531200,,1.1216881965373235,0.06297557740602483
5,202302,1262154.25,256352.79918397777,1596266.5033333334,2023-02-01,1675209600,,1.1216881965373235,0.06297557740602483
5,202303,1478414.23,256352.79918397777,1596266.5033333334,2023-03-01,1677628800,,1.1216881965373235,0.06297557740602483
5,202304,1541199.79,256352.79918397777,1596266.5033333334,2023-04-01,1680307200,,1.1216881965373235,0.06297557740602483
5,202305,1626305.44,256352.79918397777,1596266.5033333334,2023-05-01,1682899200,,1.1216881965373235,0.06297557740602483
5,202306,1732605.14,256352.79918397777,1596266.5033333334,2023-06-01,1685577600,,1.1216881965373235,0.06297557740602483
5,202307,1715405.92,256352.79918397777,1596266.5033333334,2023-07-01,1688169600,,1.1216881965373235,0.06297557740602483
5,202308,1675093.57,256352.79918397777,1596266.5033333334,2023-08-01,1690848000,,1.1216881965373235,0.06297557740602483
5,202309,1788043.05,256352.79918397777,1596266.5033333334,2023-09-01,1693526400,,1.1216881965373235,0.06297557740602483
5,202310,1595849.72,256352.79918397777,1596266.5033333334,2023-10-01,1696118400,,1.1216881965373235,0.06297557740602483
5,202311,1508769.78,256352.79918397777,1596266.5033333334,2023-11-01,1698796800,,1.1216881965373235,0.06297557740602483
5,202312,1727566.05,256352.79918397777,1596266.5033333334,2023-12-01,1701388800,,1.1216881965373235,0.06297557740602483
5,202401,1628417.71,256352.79918397777,1596266.5033333334,2024-01-01,1704067200,1.1791300665013003,1.1216881965373235,0.06297557740602483
5,202402,1415936.34,256352.79918397777,1596266.5033333334,2024-02-01,1706745600,1.121840963574777,1.1216881965373235,0.06297557740602483
5,202403,1693129.22,256352.79918397777,1596266.5033333334,2024-03-01,1709251200,1.1452333085295046,1.1216881965373235,0.06297557740602483
5,202404,1708749.33,256352.79918397777,1596266.5033333334,2024-04-01,1711929600,1.108713705443731,1.1216881965373235,0.06297557740602483
5,202405,2004008.03,256352.79918397777,1596266.5033333334,2024-05-01,1714521600,1.2322457889583154,1.1216881965373235,0.06297557740602483
5,202406,1864158.91,256352.79918397777,1596266.5033333334,2024-06-01,1717200000,1.0759283041258898,1.1216881965373235,0.06297557740602483
5,202407,1839386.54,256352.79918397777,1596266.5033333334,2024-07-01,1719792000,1.0722748001242761,1.1216881965373235,0.06297557740602483
5,202408,1442588.5596713442,256352.79918397777,1596266.5033333334,2024-08-01,1722470400,,1.1216881965373235,0.06297557740602483
5,202409,1358817.0841044353,256352.79918397777,1596266.5033333334,2024-09-01,1725148800,,1.1216881965373235,0.06297557740602483
5,202410,1348198.4839658919,256352.79918397777,1596266.5033333334,2024-10-01,1727740800,,1.1216881965373235,0.06297557740602483
5,202411,1566312.2,256352.79918397777,1596266.5033333334,2024-11-01,1730419200,1.0381386350407946,1.1216881965373235,0.06297557740602483
5,202412,769058.2,256352.79918397777,1596266.5033333334,2024-12-01,1733011200,0.44516862321993417,1.1216881965373235,0.06297557740602483
6,202301,563471.59,116770.49388997824,656530.3366666667,2023-01-01,1672531200,,1.1756814129406954,0.09877749370818464
6,202302,528673.56,116770.49388997824,656530.3366666667,2023-02-01,1675209600,,1.1756814129406954,0.09877749370818464
6,202303,581093.23,116770.49388997824,656530.3366666667,2023-03-01,1677628800,,1.1756814129406954,0.09877749370818464
6,202304,627341.29,116770.49388997824,656530.3366666667,2023-04-01,1680307200,,1.1756814129406954,0.09877749370818464
6,202305,657179.32,116770.49388997824,656530.3366666667,2023-05-01,1682899200,,1.1756814129406954,0.09877749370818464
6,202306,706871.94,116770.49388997824,656530.3366666667,2023-06-01,1685577600,,1.1756814129406954,0.09877749370818464
6,202307,696131.6,116770.49388997824,656530.3366666667,2023-07-01,1688169600,,1.1756814129406954,0.09877749370818464
6,202308,646251.67,116770.49388997824,656530.3366666667,2023-08-01,1690848000,,1.1756814129406954,0.09877749370818464
6,202309,711451.62,116770.49388997824,656530.3366666667,2023-09-01,1693526400,,1.1756814129406954,0.09877749370818464
6,202310,635643.78,116770.49388997824,656530.3366666667,2023-10-01,1696118400,,1.1756814129406954,0.09877749370818464
6,202311,584047.43,116770.49388997824,656530.3366666667,2023-11-01,1698796800,,1.1756814129406954,0.09877749370818464
6,202312,669952.38,116770.49388997824,656530.3366666667,2023-12-01,1701388800,,1.1756814129406954,0.09877749370818464
6,202401,670117.8,116770.49388997824,656530.3366666667,2024-01-01,1704067200,1.1892663479271424,1.1756814129406954,0.09877749370818464
6,202402,549597.87,116770.49388997824,656530.3366666667,2024-02-01,1706745600,1.039578884936103,1.1756814129406954,0.09877749370818464
6,202403,664241.73,116770.49388997824,656530.3366666667,2024-03-01,1709251200,1.1430897758006922,1.1756814129406954,0.09877749370818464
6,202404,685811.45,116770.49388997824,656530.3366666667,2024-04-01,1711929600,1.0932031111805185,1.1756814129406954,0.09877749370818464
6,202405,901450.23,116770.49388997824,656530.3366666667,2024-05-01,1714521600,1.3716959778953484,1.1756814129406954,0.09877749370818464
6,202406,847171.53,116770.49388997824,656530.3366666667,2024-06-01,1717200000,1.1984795011102012,1.1756814129406954,0.09877749370818464
6,202407,799826.35,116770.49388997824,656530.3366666667,2024-07-01,1719792000,1.1489585446200115,1.1756814129406954,0.09877749370818464
6,202408,661397.8683812548,116770.49388997824,656530.3366666667,2024-08-01,1722470400,,1.1756814129406954,0.09877749370818464
6,202409,750805.0309239379,116770.49388997824,656530.3366666667,2024-09-01,1725148800,,1.1756814129406954,0.09877749370818464
6,202410,689900.3822146503,116770.49388997824,656530.3366666667,2024-10-01,1727740800,,1.1756814129406954,0.09877749370818464
6,202411,713226.55,116770.49388997824,656530.3366666667,2024-11-01,1730419200,1.2211791600555455,1.1756814129406954,0.09877749370818464
6,202412,347584.15,116770.49388997824,656530.3366666667,2024-12-01,1733011200,0.518819188313056,1.1756814129406954,0.09877749370818464
7,202301,786649.59,139009.34371208862,887061.4404761905,2023-01-01,1672531200,,1.067662084303212,0.06428422736659425
7,202302,706726.26,139009.34371208862,887061.4404761905,2023-02-01,1675209600,,1.067662084303212,0.06428422736659425
7,202303,839291.44,139009.34371208862,887061.4404761905,2023-03-01,1677628800,,1.067662084303212,0.06428422736659425
7,202304,899954.88,139009.34371208862,887061.4404761905,2023-04-01,1680307200,,1.067662084303212,0.06428422736659425
7,202305,940253.71,139009.34371208862,887061.4404761905,2023-05-01,1682899200,,1.067662084303212,0.06428422736659425
7,202306,942275.14,139009.34371208862,887061.4404761905,2023-06-01,1685577600,,1.067662084303212,0.06428422736659425
7,202307,991954.01,139009.34371208862,887061.4404761905,2023-07-01,1688169600,,1.067662084303212,0.06428422736659425
7,202308,935328.62,139009.34371208862,887061.4404761905,2023-08-01,1690848000,,1.067662084303212,0.06428422736659425
7,202309,1049884.11,139009.34371208862,887061.4404761905,2023-09-01,1693526400,,1.067662084303212,0.06428422736659425
7,202310,899853.12,139009.34371208862,887061.4404761905,2023-10-01,1696118400,,1.067662084303212,0.06428422736659425
7,202311,874273.81,139009.34371208862,887061.4404761905,2023-11-01,1698796800,,1.067662084303212,0.06428422736659425
7,202312,940907.22,139009.34371208862,887061.4404761905,2023-12-01,1701388800,,1.067662084303212,0.06428422736659425
7,202401,914446.82,139009.34371208862,887061.4404761905,2024-01-01,1704067200,1.1624576325019123,1.067662084303212,0.06428422736659425
7,202402,794396.2,139009.34371208862,887061.4404761905,2024-02-01,1706745600,1.1240507746238266,1.067662084303212,0.06428422736659425
7,202403,918317.38,139009.34371208862,887061.4404761905,2024-03-01,1709251200,1.09415792445113,1.067662084303212,0.06428422736659425
7,202404,899385.13,139009.34371208862,887061.4404761905,2024-04-01,1711929600,0.9993669127056681,1.067662084303212,0.06428422736659425
7,202405,1031178.64,139009.34371208862,887061.4404761905,2024-05-01,1714521600,1.096702548506828,1.067662084303212,0.06428422736659425
7,202406,1005535.82,139009.34371208862,887061.4404761905,2024-06-01,1717200000,1.0671361020943415,1.067662084303212,0.06428422736659425
7,202407,968020.36,139009.34371208862,887061.4404761905,2024-07-01,1719792000,0.9758722181081761,1.067662084303212,0.06428422736659425
7,202408,748337.0919970892,139009.34371208862,887061.4404761905,2024-08-01,1722470400,,1.067662084303212,0.06428422736659425
7,202409,999228.9316350683,139009.34371208862,887061.4404761905,2024-09-01,1725148800,,1.067662084303212,0.06428422736659425
7,202410,770839.3894700193,139009.34371208862,887061.4404761905,2024-10-01,1727740800,,1.067662084303212,0.06428422736659425
7,202411,893116.65,139009.34371208862,887061.4404761905,2024-11-01,1730419200,1.0215525614338143,1.067662084303212,0.06428422736659425
7,202412,396541.34,139009.34371208862,887061.4404761905,2024-12-01,1733011200,0.4214457404206124,1.067662084303212,0.06428422736659425
8,202301,713967.39,163884.0281360822,944243.3,2023-01-01,1672531200,,1.1877887591486775,0.12417113714761088
8,202302,701578.9,163884.0281360822,944243.3,2023-02-01,1675209600,,1.1877887591486775,0.12417113714761088
8,202303,833822.69,163884.0281360822,944243.3,2023-03-01,1677628800,,1.1877887591486775,0.12417113714761088
8,202304,824287.22,163884.0281360822,944243.3,2023-04-01,1680307200,,1.1877887591486775,0.12417113714761088
8,202305,898382.67,163884.0281360822,944243.3,2023-05-01,1682899200,,1.1877887591486775,0.12417113714761088
8,202306,971592.03,163884.0281360822,944243.3,2023-06-01,1685577600,,1.1877887591486775,0.12417113714761088
8,202307,1093785.37,163884.0281360822,944243.3,2023-07-01,1688169600,,1.1877887591486775,0.12417113714761088
8,202308,1075901.93,163884.0281360822,944243.3,2023-08-01,1690848000,,1.1877887591486775,0.12417113714761088
8,202309,1083767.47,163884.0281360822,944243.3,2023-09-01,1693526400,,1.1877887591486775,0.12417113714761088
8,202310,1001714.01,163884.0281360822,944243.3,2023-10-01,1696118400,,1.1877887591486775,0.12417113714761088
8,202311,942947.6,163884.0281360822,944243.3,2023-11-01,1698796800,,1.1877887591486775,0.12417113714761088
8,202312,1040781.32,163884.0281360822,944243.3,2023-12-01,1701388800,,1.1877887591486775,0.12417113714761088
8,202401,948525.45,163884.0281360822,944243.3,2024-01-01,1704067200,1.3285276936807995,1.1877887591486775,0.12417113714761088
8,202402,923512.35,163884.0281360822,944243.3,2024-02-01,1706745600,1.3163342711703558,1.1877887591486775,0.12417113714761088
8,202403,1002880.49,163884.0281360822,944243.3,2024-03-01,1709251200,1.202750299347215,1.1877887591486775,0.12417113714761088
8,202404,1000639.1,163884.0281360822,944243.3,2024-04-01,1711929600,1.2139446975776236,1.1877887591486775,0.12417113714761088
8,202405,1153178.03,163884.0281360822,944243.3,2024-05-01,1714521600,1.2836156222826516,1.1877887591486775,0.12417113714761088
8,202406,1070384.17,163884.0281360822,944243.3,2024-06-01,1717200000,1.1016806817569302,1.1877887591486775,0.12417113714761088
8,202407,1082796.57,163884.0281360822,944243.3,2024-07-01,1719792000,0.9899534220319659,1.1877887591486775,0.12417113714761088
8,202408,1092238.2681144704,163884.0281360822,944243.3,2024-08-01,1722470400,,1.1877887591486775,0.12417113714761088
8,202409,885586.4129279302,163884.0281360822,944243.3,2024-09-01,1725148800,,1.1877887591486775,0.12417113714761088
8,202410,1043621.7070504713,163884.0281360822,944243.3,2024-10-01,1727740800,,1.1877887591486775,0.12417113714761088
8,202411,1004713.86,163884.0281360822,944243.3,2024-11-01,1730419200,1.065503385341879,1.1877887591486775,0.12417113714761088
8,202412,459950.68,163884.0281360822,944243.3,2024-12-01,1733011200,0.44192826212522723,1.1877887591486775,0.12417113714761088
9,202301,1268721.49,224758.36989044625,1433065.7142857143,2023-01-01,1672531200,,1.0124300360699734,0.09668817925538316
9,202302,1179371.56,224758.36989044625,1433065.7142857143,2023-02-01,1675209600,,1.0124300360699734,0.09668817925538316
9,202303,1437527.5,224758.36989044625,1433065.7142857143,2023-03-01,1677628800,,1.0124300360699734,0.09668817925538316
9,202304,1483184.01,224758.36989044625,1433065.7142857143,2023-04-01,1680307200,,1.0124300360699734,0.09668817925538316
9,202305,1577998.82,224758.36989044625,1433065.7142857143,2023-05-01,1682899200,,1.0124300360699734,0.09668817925538316
9,202306,1616557.45,224758.36989044625,1433065.7142857143,2023-06-01,1685577600,,1.0124300360699734,0.09668817925538316
9,202307,1631804.01,224758.36989044625,1433065.7142857143,2023-07-01,1688169600,,1.0124300360699734,0.09668817925538316
9,202308,1579204.91,224758.36989044625,1433065.7142857143,2023-08-01,1690848000,,1.0124300360699734,0.09668817925538316
9,202309,1667963.73,224758.36989044625,1433065.7142857143,2023-09-01,1693526400,,1.0124300360699734,0.09668817925538316
9,202310,1440531.06,224758.36989044625,1433065.7142857143,2023-10-01,1696118400,,1.0124300360699734,0.09668817925538316
9,202311,1353619.75,224758.36989044625,1433065.7142857143,2023-11-01,1698796800,,1.0124300360699734,0.09668817925538316
9,202312,1557357.18,224758.36989044625,1433065.7142857143,2023-12-01,1701388800,,1.0124300360699734,0.09668817925538316
9,202401,1535513.05,224758.36989044625,1433065.7142857143,2024-01-01,1704067200,1.2102837873424845,1.0124300360699734,0.09668817925538316
9,202402,1231613.14,224758.36989044625,1433065.7142857143,2024-02-01,1706745600,1.044296116484274,1.0124300360699734,0.09668817925538316
9,202403,1359957.13,224758.36989044625,1433065.7142857143,2024-03-01,1709251200,0.9460390357749677,1.0124300360699734,0.09668817925538316
9,202404,1366557.8,224758.36989044625,1433065.7142857143,2024-04-01,1711929600,0.9213676730508982,1.0124300360699734,0.09668817925538316
9,202405,1683921.27,224758.36989044625,1433065.7142857143,2024-05-01,1714521600,1.0671245432236762,1.0124300360699734,0.09668817925538316
9,202406,1524811.98,224758.36989044625,1433065.7142857143,2024-06-01,1717200000,0.9432463906556492,1.0124300360699734,0.09668817925538316
9,202407,1540376.17,224758.36989044625,1433065.7142857143,2024-07-01,1719792000,0.9439713106232653,1.0124300360699734,0.09668817925538316
9,202408,1375125.7891478296,224758.36989044625,1433065.7142857143,2024-08-01,1722470400,,1.0124300360699734,0.09668817925538316
9,202409,1390017.8706520165,224758.36989044625,1433065.7142857143,2024-09-01,1725148800,,1.0124300360699734,0.09668817925538316
9,202410,1289641.973480697,224758.36989044625,1433065.7142857143,2024-10-01,1727740800,,1.0124300360699734,0.09668817925538316
9,202411,1384903.84,224758.36989044625,1433065.7142857143,2024-11-01,1730419200,1.0231114314045728,1.0124300360699734,0.09668817925538316
9,202412,672884.15,224758.36989044625,1433065.7142857143,2024-12-01,1733011200,0.43206796657912483,1.0124300360699734,0.09668817925538316
10,202301,465883.01,92398.82561718364,527029.8033333333,2023-01-01,1672531200,,1.124347558436842,0.088678702034223
10,202302,407512.01,92398.82561718364,527029.8033333333,2023-02-01,1675209600,,1.124347558436842,0.088678702034223
10,202303,498450.34,92398.82561718364,527029.8033333333,2023-03-01,1677628800,,1.124347558436842,0.088678702034223
10,202304,495073.33,92398.82561718364,527029.8033333333,2023-04-01,1680307200,,1.124347558436842,0.088678702034223
10,202305,537980.1,92398.82561718364,527029.8033333333,2023-05-01,1682899200,,1.124347558436842,0.088678702034223
10,202306,632414.45,92398.82561718364,527029.8033333333,2023-06-01,1685577600,,1.124347558436842,0.088678702034223
10,202307,580267.92,92398.82561718364,527029.8033333333,2023-07-01,1688169600,,1.124347558436842,0.088678702034223
10,202308,575396.06,92398.82561718364,527029.8033333333,2023-08-01,1690848000,,1.124347558436842,0.088678702034223
10,202309,565108.57,92398.82561718364,527029.8033333333,2023-09-01,1693526400,,1.124347558436842,0.088678702034223
10,202310,488600.02,92398.82561718364,527029.8033333333,2023-10-01,1696118400,,1.124347558436842,0.088678702034223
10,202311,474839.43,92398.82561718364,527029.8033333333,2023-11-01,1698796800,,1.124347558436842,0.088678702034223
10,202312,546728.53,92398.82561718364,527029.8033333333,2023-12-01,1701388800,,1.124347558436842,0.088678702034223
