TIENDA_ID,LATITUD_NUM,LONGITUD_NUM,DATASET
996,25.98884,-98.27356,TRAIN
997,25.99333,-98.27173,TRAIN
998,26.07585,-98.26928,TRAIN
987,26.06031,-98.32753,TRAIN
1001,26.01288,-98.26235,TRAIN
1002,26.0228,-98.28886,TRAIN
1003,25.9956,-98.2471,TRAIN
1004,26.09947,-98.32143,TRAIN
1005,26.06356,-98.31124,TRAIN
1006,26.02128,-98.25349,TRAIN
1007,25.98434,-98.20065,TRAIN
1008,26.08637,-98.32248,TRAIN
1009,26.0701,-98.30796,TRAIN
976,26.0948,-98.30479,TRAIN
965,25.98342,-98.10511,TRAIN
966,26.02126,-98.27927,TRAIN
967,26.00751,-98.24571,TRAIN
968,26.02023,-98.22689,TRAIN
969,26.07305,-98.2914,TRAIN
971,26.0366,-98.34031,TRAIN
972,26.07018,-98.30235,TRAIN
973,26.04916,-98.38596,TRAIN
974,26.04235,-98.37229,TRAIN
975,26.0282,-98.28279,TRAIN
1011,26.08553,-98.33515,TRAIN
977,26.03871,-98.28171,TRAIN
978,26.08548,-98.29332,TRAIN
979,25.98337,-98.08285,TRAIN
981,26.05409,-98.35069,TRAIN
982,26.06513,-98.31539,TRAIN
983,25.99992,-98.25808,TRAIN
984,26.06213,-98.33027,TRAIN
985,26.02486,-98.24565,TRAIN
986,26.01805,-98.26513,TRAIN
1046,26.09036,-98.28066,TRAIN
1035,26.01175,-98.28564,TRAIN
1036,26.09085,-98.324,TRAIN
1037,25.96746,-98.25733,TRAIN
1038,26.05081,-98.40391,TRAIN
1039,26.05491,-98.31887,TRAIN
1041,25.98343,-98.09802,TRAIN
1042,25.9756,-98.05814,TRAIN
1043,26.05884,-98.34364,TRAIN
1044,25.98861,-98.12478,TRAIN
1045,25.98755,-98.05539,TRAIN
1034,26.0852,-98.37643,TRAIN
1047,26.07928,-98.29009,TRAIN
1048,26.03145,-98.38466,TRAIN
1049,26.00607,-98.12218,TRAIN
1051,26.03374,-98.29404,TRAIN
1052,26.06517,-98.3448,TRAIN
1053,26.04132,-98.29259,TRAIN
1054,26.09605,-98.29327,TRAIN
1055,26.01132,-98.3814,TRAIN
1056,26.03571,-98.342,TRAIN
1023,26.05529,-98.28269,TRAIN
1012,26.00514,-98.25797,TRAIN
1013,26.05979,-98.41287,TRAIN
1014,26.02676,-98.27125,TRAIN
1015,26.02408,-98.39976,TRAIN
1016,25.96921,-98.26604,TRAIN
1017,26.04827,-98.31403,TRAIN
1018,26.08398,-98.30804,TRAIN
1019,26.03387,-98.39449,TRAIN
1021,25.98395,-98.19187,TRAIN
1022,26.07911,-98.32554,TRAIN
964,26.00345,-98.24709,TRAIN
1024,25.99884,-98.23915,TRAIN
1025,26.04769,-98.40773,TRAIN
1026,26.03266,-98.35633,TRAIN
1027,26.05567,-98.32805,TRAIN
1028,26.06235,-98.37929,TRAIN
1029,26.03387,-98.25722,TRAIN
1031,26.40193,-99.03187,TRAIN
1032,26.0948,-98.2772,TRAIN
1033,26.02971,-98.28762,TRAIN
906,26.08238,-98.32488,TRAIN
895,26.07196,-98.3496,TRAIN
896,26.03921,-98.351,TRAIN
897,26.05115,-98.34874,TRAIN
898,26.05933,-98.30631,TRAIN
899,26.07745,-98.28304,TRAIN
901,26.05283,-98.29934,TRAIN
902,26.06042,-98.31307,TRAIN
903,26.06081,-98.29796,TRAIN
904,26.18754,-98.46751,TRAIN
905,26.02988,-98.23728,TRAIN
894,26.06298,-98.33505,TRAIN
907,26.05555,-98.34134,TRAIN
908,26.04733,-98.29975,TRAIN
909,26.05964,-98.30874,TRAIN
911,26.01801,-98.24324,TRAIN
912,26.0085,-98.24256,TRAIN
913,26.05574,-98.28835,TRAIN
914,26.04321,-97.95335,TRAIN
915,26.07616,-98.28808,TRAIN
916,26.05247,-97.95191,TRAIN
917,26.06344,-98.37474,TRAIN
883,26.0646,-98.2845,TRAIN
864,26.03357,-98.26942,TRAIN
865,26.00448,-98.25235,TRAIN
866,26.03853,-98.30021,TRAIN
875,26.0857,-98.29232,TRAIN
876,26.08091,-98.27484,TRAIN
877,26.03791,-98.36191,TRAIN
2,26.04198,-98.3562,TRAIN
879,26.09214,-98.2756,TRAIN
881,26.07699,-98.277,TRAIN
882,26.0883,-98.27013,TRAIN
918,26.07442,-98.30989,TRAIN
884,26.0896,-98.27616,TRAIN
885,25.98226,-98.09069,TRAIN
886,26.06934,-98.29477,TRAIN
887,26.05794,-98.29427,TRAIN
888,26.06334,-98.28745,TRAIN
889,26.07191,-98.27563,TRAIN
891,25.97946,-98.06868,TRAIN
892,26.0774,-98.29348,TRAIN
893,26.08725,-98.30295,TRAIN
953,26.08276,-98.28998,TRAIN
942,25.9883,-98.11208,TRAIN
943,26.05403,-98.38253,TRAIN
944,25.99662,-98.06202,TRAIN
945,25.98966,-98.08214,TRAIN
946,26.03574,-98.39134,TRAIN
947,26.0662,-98.267,TRAIN
948,26.05154,-98.41472,TRAIN
949,26.06029,-98.24792,TRAIN
951,26.08338,-98.30352,TRAIN
952,26.04772,-98.30035,TRAIN
941,26.00379,-98.25312,TRAIN
954,26.06715,-98.32452,TRAIN
955,26.00686,-98.06271,TRAIN
956,25.98349,-98.08468,TRAIN
957,26.03575,-98.3799,TRAIN
958,25.99809,-98.08917,TRAIN
959,26.06102,-98.29517,TRAIN
961,26.23095,-98.66727,TRAIN
962,26.02219,-98.27036,TRAIN
963,26.06109,-98.35409,TRAIN
919,26.05088,-98.32233,TRAIN
921,26.00836,-98.20679,TRAIN
922,26.0662,-98.34108,TRAIN
923,26.08281,-98.28388,TRAIN
924,26.06088,-98.28161,TRAIN
925,26.05698,-98.31215,TRAIN
926,26.0284,-98.43882,TRAIN
927,25.92283,-98.26913,TRAIN
928,26.39945,-99.02597,TRAIN
929,25.99169,-98.07486,TRAIN
858,0.0,0.0,TRAIN
931,26.04801,-98.37562,TRAIN
932,26.38915,-99.0183,TRAIN
933,26.06831,-98.305,TRAIN
934,26.05878,-98.29961,TRAIN
935,25.99116,-98.09066,TRAIN
936,26.08377,-98.30029,TRAIN
937,26.23352,-98.59779,TRAIN
938,26.39773,-99.03788,TRAIN
939,26.02647,-98.44417,TRAIN
1,26.00177,-98.24284,TRAIN
19,25.9944,-98.11901,TRAIN
18,26.05197,-98.28736,TRAIN
17,26.05687,-98.36383,TRAIN
16,26.02393,-98.34394,TRAIN
15,26.04645,-98.32298,TRAIN
14,26.21178,-98.5901,TRAIN
13,25.98686,-98.09433,TRAIN
12,25.99668,-98.26116,TRAIN
11,26.00828,-98.40705,TRAIN
8,26.04768,-98.2894,TRAIN
3,26.02464,-98.26098,TRAIN
4,26.04326,-98.23851,TRAIN
5,26.06397,-98.26165,TRAIN
7,26.08957,-98.33238,TRAIN
9,26.01405,-98.39384,TRAIN
6,26.02745,-98.35609,TRAIN
236,25.60325,-100.25761,TRAIN
345,25.64527,-100.37938,TRAIN
204,25.65211,-100.37786,TRAIN
214,25.66708,-100.2804,TRAIN
846,25.65985,-100.34713,TRAIN
841,25.58732,-100.27536,TRAIN
221,25.65854,-100.35639,TRAIN
222,25.6544,-100.29456,TRAIN
827,25.52392,-100.20669,TRAIN
234,25.65389,-100.34217,TRAIN
246,25.64233,-100.27841,TRAIN
167,25.64782,-100.27427,TRAIN
237,25.64791,-100.29759,TRAIN
804,25.54712,-100.23021,TRAIN
243,25.63751,-100.31216,TRAIN
242,25.65538,-100.29421,TRAIN
241,25.67252,-100.35968,TRAIN
178,25.66035,-100.38279,TRAIN
207,25.65248,-100.36226,TRAIN
169,25.65122,-100.33959,TRAIN
171,25.66523,-100.34199,TRAIN
173,25.6217,-100.29776,TRAIN
174,25.62244,-100.28191,TRAIN
175,25.64811,-100.32974,TRAIN
176,25.63944,-100.27006,TRAIN
177,25.64667,-100.29488,TRAIN
507,25.65665,-100.26909,TRAIN
179,25.60124,-100.26406,TRAIN
181,25.6296,-100.27825,TRAIN
184,25.62076,-100.28546,TRAIN
185,25.66474,-100.38099,TRAIN
349,25.65609,-100.33998,TRAIN
504,25.62039,-100.28323,TRAIN
196,25.56563,-100.23929,TRAIN
284,25.53601,-100.21905,TRAIN
725,25.66995,-100.27144,TRAIN
316,25.65519,-100.35268,TRAIN
271,25.63876,-100.38256,TRAIN
311,25.59757,-100.26299,TRAIN
604,25.62711,-100.28613,TRAIN
274,25.56632,-100.23881,TRAIN
276,25.66113,-100.39875,TRAIN
309,25.65671,-100.36253,TRAIN
308,25.64252,-100.33347,TRAIN
584,25.66242,-100.29553,TRAIN
287,25.58131,-100.25847,TRAIN
656,25.66196,-100.31357,TRAIN
629,25.6821,-100.41138,TRAIN
295,25.65979,-100.39622,TRAIN
303,25.65706,-100.38443,TRAIN
638,25.66655,-100.27964,TRAIN
567,25.64856,-100.3572,TRAIN
553,25.62432,-100.29972,TRAIN
554,25.65033,-100.3553,TRAIN
774,25.53083,-100.21282,TRAIN
251,25.66742,-100.28471,TRAIN
252,25.6321,-100.27243,TRAIN
338,25.61578,-100.27783,TRAIN
337,25.66014,-100.28657,TRAIN
767,25.67365,-100.2749,TRAIN
336,25.63963,-100.28821,TRAIN
341,25.66711,-100.29076,TRAIN
258,25.58928,-100.25288,TRAIN
752,25.6614,-100.40051,TRAIN
333,25.57929,-100.2484,TRAIN
577,25.5977,-100.25362,TRAIN
261,25.66352,-100.40939,TRAIN
262,25.65916,-100.36804,TRAIN
331,25.67091,-100.39667,TRAIN
452,25.62589,-100.27324,TRAIN
429,25.66419,-100.33111,TRAIN
408,25.60873,-100.26883,TRAIN
132,25.64953,-100.384,TRAIN
413,25.62891,-100.29645,TRAIN
435,25.65787,-100.40572,TRAIN
442,25.65022,-100.2928,TRAIN
436,25.54982,-100.22381,TRAIN
122,25.60406,-100.2678,TRAIN
121,25.64548,-100.29303,TRAIN
414,25.57829,-100.24148,TRAIN
443,25.65795,-100.43849,TRAIN
119,25.65988,-100.29136,TRAIN
424,25.6241,-100.29509,TRAIN
375,25.58959,-100.24934,TRAIN
118,25.608,-100.27007,TRAIN
116,25.65226,-100.2795,TRAIN
113,25.6422,-100.27802,TRAIN
419,25.65289,-100.34605,TRAIN
165,25.65304,-100.28399,TRAIN
367,25.64841,-100.28547,TRAIN
143,25.62531,-100.29113,TRAIN
161,25.66865,-100.40311,TRAIN
159,25.66725,-100.27725,TRAIN
158,25.64524,-100.27484,TRAIN
157,25.63502,-100.36374,TRAIN
162,25.6743,-100.40425,TRAIN
154,25.67178,-100.28287,TRAIN
151,25.62241,-100.28827,TRAIN
149,25.60031,-100.26577,TRAIN
148,25.62791,-100.36239,TRAIN
391,25.65676,-100.38827,TRAIN
147,25.65384,-100.28962,TRAIN
146,25.65478,-100.38306,TRAIN
472,25.65847,-100.36536,TRAIN
471,25.65677,-100.33659,TRAIN
139,25.63525,-100.37125,TRAIN
138,25.65744,-100.36574,TRAIN
396,25.56043,-100.232,TRAIN
134,25.66256,-100.36801,TRAIN
445,25.65845,-100.28419,TRAIN
133,25.66034,-100.28202,TRAIN
444,25.5866,-100.24493,TRAIN
692,25.64549,-100.15797,TRAIN
697,25.64114,-100.15849,TRAIN
701,25.66395,-100.15029,TRAIN
695,25.64133,-100.06171,TRAIN
693,25.68688,-100.09822,TRAIN
52,25.65314,-100.1115,TRAIN
709,25.64914,-100.16257,TRAIN
56,25.67128,-100.08602,TRAIN
711,25.68007,-100.16831,TRAIN
712,25.63907,-100.14898,TRAIN
267,25.67022,-100.18105,TRAIN
717,25.637,-100.1251,TRAIN
727,25.64184,-100.10777,TRAIN
728,25.66763,-100.18443,TRAIN
264,25.68144,-100.16911,TRAIN
763,25.62994,-100.17502,TRAIN
286,25.65147,-100.10713,TRAIN
641,25.66455,-100.15575,TRAIN
643,25.65151,-100.18677,TRAIN
297,25.63888,-100.17997,TRAIN
645,25.66766,-100.2033,TRAIN
649,25.68285,-100.16291,TRAIN
294,25.65195,-100.08189,TRAIN
293,25.64159,-100.09377,TRAIN
655,25.64333,-100.13593,TRAIN
657,25.62437,-100.06568,TRAIN
658,25.64325,-100.09237,TRAIN
32,25.66615,-100.13315,TRAIN
665,25.66052,-100.18487,TRAIN
691,25.66351,-100.17908,TRAIN
672,25.64168,-100.08912,TRAIN
673,25.64503,-100.17097,TRAIN
278,25.65557,-100.08114,TRAIN
37,25.61395,-100.17367,TRAIN
43,25.61009,-100.15445,TRAIN
44,25.61295,-100.15086,TRAIN
685,25.62251,-100.11564,TRAIN
687,25.66008,-100.20738,TRAIN
688,25.66385,-100.16292,TRAIN
689,25.6576,-100.19825,TRAIN
45,25.60885,-100.15186,TRAIN
842,25.66859,-100.20566,TRAIN
249,25.64624,-100.09664,TRAIN
101,25.6252,-100.11314,TRAIN
794,25.62578,-100.10845,TRAIN
104,25.66592,-100.09583,TRAIN
109,25.6497,-100.07945,TRAIN
238,25.67126,-100.15907,TRAIN
112,25.63771,-100.14633,TRAIN
233,25.6675,-100.17705,TRAIN
812,25.63369,-100.08873,TRAIN
225,25.65933,-100.1462,TRAIN
825,25.621,-100.1357,TRAIN
829,25.6583,-100.0982,TRAIN
788,25.62279,-100.14207,TRAIN
845,25.6792,-100.179,TRAIN
128,25.65119,-100.19772,TRAIN
216,25.62346,-100.17471,TRAIN
724,25.63517,-100.18604,TRAIN
861,25.69839,-100.11424,TRAIN
862,25.64401,-100.14872,TRAIN
868,25.64498,-100.10663,TRAIN
198,25.64738,-100.09982,TRAIN
163,25.64966,-100.18897,TRAIN
759,25.61631,-100.13266,TRAIN
63,25.66645,-100.10365,TRAIN
263,25.67809,-100.16256,TRAIN
67,25.67955,-100.11205,TRAIN
741,25.6503,-100.09787,TRAIN
68,25.64911,-100.1431,TRAIN
751,25.68108,-100.07976,TRAIN
69,25.61119,-100.17794,TRAIN
257,25.66678,-100.16033,TRAIN
755,25.6718,-100.07631,TRAIN
756,25.63392,-100.12148,TRAIN
758,25.62464,-100.11749,TRAIN
76,25.6064,-100.16801,TRAIN
62,25.64195,-100.11259,TRAIN
762,25.6793,-100.09175,TRAIN
256,25.65545,-100.12373,TRAIN
78,25.68897,-100.11577,TRAIN
85,25.64717,-100.09112,TRAIN
776,25.61936,-100.12416,TRAIN
86,25.68957,-100.11101,TRAIN
89,25.64365,-100.08587,TRAIN
778,25.64885,-100.08403,TRAIN
781,25.6386,-100.1923,TRAIN
96,25.64882,-100.11601,TRAIN
782,25.6037,-100.1814,TRAIN
787,25.61143,-100.14326,TRAIN
476,25.65174,-100.16009,TRAIN
573,25.61552,-100.15421,TRAIN
491,25.61903,-100.14562,TRAIN
576,25.65319,-100.20294,TRAIN
489,25.63466,-100.15852,TRAIN
578,25.60816,-100.16515,TRAIN
488,25.61455,-100.17592,TRAIN
487,25.63661,-100.17872,TRAIN
354,25.65599,-100.18227,TRAIN
579,25.66445,-100.1007,TRAIN
478,25.63906,-100.18691,TRAIN
477,25.69536,-100.117,TRAIN
569,25.62041,-100.10528,TRAIN
325,25.68066,-100.1747,TRAIN
586,25.6606,-100.15012,TRAIN
323,25.65474,-100.19161,TRAIN
357,25.64439,-100.18586,TRAIN
469,25.67482,-100.19868,TRAIN
589,25.63988,-100.19627,TRAIN
466,25.65171,-100.19697,TRAIN
463,25.66278,-100.17165,TRAIN
592,25.64027,-100.20374,TRAIN
454,25.68396,-100.17319,TRAIN
313,25.66092,-100.1955,TRAIN
342,25.65693,-100.17219,TRAIN
343,25.6585,-100.1898,TRAIN
542,25.6263,-100.09652,TRAIN
543,25.65013,-100.07336,TRAIN
544,25.64653,-100.06443,TRAIN
532,25.68988,-100.10206,TRAIN
531,25.66834,-100.20095,TRAIN
546,25.62223,-100.09129,TRAIN
547,25.66161,-100.14385,TRAIN
529,25.64248,-100.1225,TRAIN
527,25.64268,-100.10129,TRAIN
524,25.64402,-100.05898,TRAIN
551,25.66131,-100.10421,TRAIN
301,25.64824,-100.1831,TRAIN
552,25.62981,-100.09465,TRAIN
344,25.65219,-100.20159,TRAIN
517,25.68302,-100.0874,TRAIN
515,25.63215,-100.09914,TRAIN
558,25.66055,-100.15006,TRAIN
561,25.66779,-100.1394,TRAIN
508,25.61912,-100.12962,TRAIN
335,25.68401,-100.17951,TRAIN
565,25.66704,-100.10666,TRAIN
347,25.62776,-100.15437,TRAIN
505,25.61653,-100.14059,TRAIN
566,25.61549,-100.16955,TRAIN
499,25.61784,-100.17803,TRAIN
378,25.63521,-100.19571,TRAIN
613,25.66542,-100.12747,TRAIN
377,25.67398,-100.19056,TRAIN
624,25.63117,-100.10429,TRAIN
609,25.6568,-100.20271,TRAIN
625,25.62271,-100.12389,TRAIN
437,25.6505,-100.19497,TRAIN
607,25.65072,-100.17396,TRAIN
405,25.67513,-100.19265,TRAIN
606,25.66378,-100.12145,TRAIN
614,25.69467,-100.10876,TRAIN
628,25.62308,-100.11947,TRAIN
602,25.64834,-100.20994,TRAIN
632,25.67265,-100.10799,TRAIN
601,25.6537,-100.15693,TRAIN
379,25.66388,-100.20391,TRAIN
637,25.66896,-100.1318,TRAIN
619,25.69338,-100.11017,TRAIN
421,25.65846,-100.16494,TRAIN
305,25.6634,-100.1497,TRAIN
312,25.64689,-100.17775,TRAIN
617,25.65422,-100.07998,TRAIN
397,25.6812,-100.17201,TRAIN
416,25.65194,-100.18565,TRAIN
381,25.78953,-100.19482,TRAIN
513,25.80144,-100.21888,TRAIN
512,25.75565,-100.10629,TRAIN
382,25.70592,-100.1009,TRAIN
415,25.74753,-100.15064,TRAIN
203,25.74875,-100.22658,TRAIN
384,25.70345,-100.09608,TRAIN
871,25.79852,-100.22754,TRAIN
383,25.70929,-100.10361,TRAIN
872,25.76884,-100.15083,TRAIN
418,25.75359,-100.15279,TRAIN
202,25.82094,-100.22097,TRAIN
412,25.80539,-100.21943,TRAIN
393,25.82126,-100.10702,TRAIN
235,25.78424,-100.26629,TRAIN
394,25.81771,-100.1078,TRAIN
535,25.78523,-100.19049,TRAIN
534,25.80848,-100.2275,TRAIN
533,25.76443,-100.26214,TRAIN
398,25.76204,-100.13888,TRAIN
821,25.78159,-100.24528,TRAIN
399,25.8141,-100.25587,TRAIN
385,25.71077,-100.09625,TRAIN
388,25.82395,-100.12135,TRAIN
403,25.8132,-100.10732,TRAIN
831,25.80079,-100.19156,TRAIN
833,25.8173,-100.234,TRAIN
836,25.796,-100.2677,TRAIN
387,25.75882,-100.17007,TRAIN
217,25.79035,-100.26302,TRAIN
386,25.70686,-100.09634,TRAIN
849,25.85841,-99.94211,TRAIN
857,0.0,0.0,TRAIN
459,25.73927,-100.14431,TRAIN
136,25.77565,-100.26596,TRAIN
468,25.82092,-100.23078,TRAIN
467,25.82195,-100.23402,TRAIN
371,25.77614,-100.18724,TRAIN
465,25.77893,-100.25511,TRAIN
359,25.79337,-100.23526,TRAIN
462,25.7795,-100.1882,TRAIN
461,25.76057,-100.2168,TRAIN
137,25.78499,-100.25311,TRAIN
362,25.81464,-100.217,TRAIN
115,25.78965,-100.14666,TRAIN
363,25.81966,-100.25688,TRAIN
364,25.74235,-100.21792,TRAIN
369,25.76323,-100.14641,TRAIN
368,25.76541,-100.14872,TRAIN
448,25.77803,-100.17311,TRAIN
451,25.78324,-100.0539,TRAIN
449,25.74115,-100.22425,TRAIN
482,25.78409,-100.1831,TRAIN
494,26.08399,-99.60526,TRAIN
353,25.75508,-100.1333,TRAIN
422,25.87785,-100.25374,TRAIN
168,25.85564,-100.23961,TRAIN
426,25.77853,-100.18607,TRAIN
166,25.79733,-100.24907,TRAIN
428,25.79502,-100.21742,TRAIN
483,26.30989,-99.5393,TRAIN
502,25.78769,-100.18016,TRAIN
481,25.7829,-100.2648,TRAIN
479,25.78114,-100.18658,TRAIN
432,25.81587,-100.26231,TRAIN
376,25.74147,-100.15877,TRAIN
475,26.21838,-99.48379,TRAIN
434,25.78113,-100.25848,TRAIN
142,25.7783,-100.18404,TRAIN
473,26.08988,-99.61414,TRAIN
373,25.75829,-100.13589,TRAIN
678,25.80739,-100.23326,TRAIN
743,25.7687,-100.21336,TRAIN
603,25.77272,-100.01139,TRAIN
749,26.07895,-99.62539,TRAIN
574,25.8221,-100.25906,TRAIN
334,25.77734,-100.18229,TRAIN
608,25.78701,-100.20481,TRAIN
568,25.79812,-100.25672,TRAIN
683,25.75383,-100.10352,TRAIN
679,25.75634,-100.16623,TRAIN
742,25.79436,-100.08207,TRAIN
563,25.77845,-100.02328,TRAIN
