id,municipio_id,clave,nombre,latitud,longitud,altitud,carta,ambito,poblacion,masculino,femenino,viviendas,lat,lng,activo,nombre_municipio,nombre_estado,estado_id
164113,954,4,Agua Blanca,261751.165,993957.815,228,G14A78,R,6,0,0,1,26.2975458,-99.6660597,1,Agualeguas,Nuevo León,19
164114,954,9,Tres Hermanos,261959.295,995001.936,289,G14A77,R,58,29,29,14,26.3331375,-99.8338711,1,Agualeguas,Nuevo León,19
164115,954,12,Cieneguitas,262021.962,995230.25,299,G14A77,R,57,22,35,21,26.3394339,-99.8750694,1,Agualeguas,Nuevo León,19
164116,954,14,Charco Escondido,261229.133,994411.773,302,G14A87,R,0,0,0,0,26.2080925,-99.7366036,1,Agualeguas,Nuevo León,19
164117,954,17,La Escondida,261532.85,994544.42,301,G14A77,R,173,89,84,62,26.259125,-99.7623389,1,Agualeguas,Nuevo León,19
164118,954,20,El Maguey,262211.468,994957.527,249,G14A77,R,3,0,0,1,26.3698522,-99.8326464,1,Agualeguas,Nuevo León,19
164119,954,21,Los Garza,262302.12,994655.999,231,G14A77,R,244,133,111,86,26.3839222,-99.7822219,1,Agualeguas,Nuevo León,19
164120,954,22,La Gloria,261824.68,992814.797,150,G14A78,R,11,0,0,2,26.3068556,-99.4707769,1,Agualeguas,Nuevo León,19
164121,954,27,Lagunillas (San José Lagunillas),261700.081,994302.005,263,G14A77,R,60,31,29,20,26.2833558,-99.7172236,1,Agualeguas,Nuevo León,19
164122,954,30,Los Martínez,261603.229,994246.012,269,G14A77,R,2,0,0,1,26.2675636,-99.7127811,1,Agualeguas,Nuevo León,19
164123,954,31,El Mezquital,262139.117,994657.124,245,G14A77,R,0,0,0,0,26.3608658,-99.7825344,1,Agualeguas,Nuevo León,19
164124,954,33,El Milagro,261853.404,993953.212,224,G14A78,R,5,0,0,1,26.3148344,-99.6647811,1,Agualeguas,Nuevo León,19
164125,954,34,Los Náufragos,261309.016,995129.938,462,G14A87,R,0,0,0,0,26.2191711,-99.8583161,1,Agualeguas,Nuevo León,19
164126,954,35,El Nogal,261819.115,995241.227,334,G14A77,R,55,23,32,19,26.3053097,-99.8781186,1,Agualeguas,Nuevo León,19
164127,954,36,Los Nogales,261433.419,994204.849,268,G14A87,R,312,176,136,110,26.2426164,-99.7013469,1,Agualeguas,Nuevo León,19
164128,954,37,Ojo de Agua,261633.751,995031.939,358,G14A77,R,81,42,39,34,26.2760419,-99.8422053,1,Agualeguas,Nuevo León,19
164129,954,38,Los Olmos,261721.646,995106.882,355,G14A77,R,0,0,0,0,26.2893461,-99.8519117,1,Agualeguas,Nuevo León,19
164130,954,41,El Papalote,261927.223,994656.923,270,G14A77,R,1,0,0,1,26.3242286,-99.7824786,1,Agualeguas,Nuevo León,19
164131,954,42,La Parra,261323.57,994704.534,348,G14A87,R,0,0,0,0,26.2232139,-99.7845928,1,Agualeguas,Nuevo León,19
164132,954,44,La Ponderosa,261944.76,994723.557,273,G14A77,R,0,0,0,0,26.3291,-99.7898769,1,Agualeguas,Nuevo León,19
164133,954,45,El Prieto,261812.497,995504.649,348,G14A77,R,2,0,0,2,26.3034714,-99.9179581,1,Agualeguas,Nuevo León,19
164134,954,47,La Purísima,261922.494,995211.739,318,G14A77,R,6,3,3,3,26.322915,-99.8699275,1,Agualeguas,Nuevo León,19
164135,954,48,Rancho Nuevo,262104.146,995444.112,285,G14A77,R,192,104,88,76,26.3511517,-99.9122533,1,Agualeguas,Nuevo León,19
164136,954,51,Las Palmitas,262029.467,993246.82,188,G14A78,R,0,0,0,0,26.3415186,-99.5463389,1,Agualeguas,Nuevo León,19
164137,954,53,San Antonio (Los Landa),261854.115,993326.105,191,G14A78,R,0,0,0,0,26.3150319,-99.5572514,1,Agualeguas,Nuevo León,19
164138,954,54,San Juan,261840.648,993405.942,198,G14A78,R,0,0,0,0,26.3112911,-99.5683172,1,Agualeguas,Nuevo León,19
164139,954,55,San José de la Reforma,261806.931,993936.741,225,G14A78,R,0,0,0,0,26.3019253,-99.6602058,1,Agualeguas,Nuevo León,19
164140,954,56,San Pedro,261240.547,994428.391,308,G14A87,R,0,0,0,0,26.2112631,-99.7412197,1,Agualeguas,Nuevo León,19
164141,954,59,San Vicente,261735.906,993627.689,210,G14A78,R,0,0,0,0,26.2933072,-99.6076914,1,Agualeguas,Nuevo León,19
164142,954,60,Los Vázquez,261751.788,993329.142,193,G14A78,R,18,9,9,4,26.2977189,-99.558095,1,Agualeguas,Nuevo León,19
164143,954,61,El Porvenir,261911.005,995233.059,313,G14A77,R,0,0,0,0,26.3197236,-99.8758497,1,Agualeguas,Nuevo León,19
164144,954,62,El Pulgarcito,261836.555,993401.366,195,G14A78,R,0,0,0,0,26.3101542,-99.5670461,1,Agualeguas,Nuevo León,19
164145,954,66,La Joya,261757.264,993726.13,213,G14A78,R,0,0,0,0,26.29924,-99.623925,1,Agualeguas,Nuevo León,19
164146,954,70,Ojo de Agua,262356.217,993456.965,181,G14A78,R,0,0,0,0,26.3989492,-99.5824903,1,Agualeguas,Nuevo León,19
164147,954,76,El Recodo,261821.523,993301.82,186,G14A78,R,9,0,0,2,26.3059786,-99.5505056,1,Agualeguas,Nuevo León,19
164148,954,77,Isauro Chapa,261948.941,993144.593,183,G14A78,R,0,0,0,0,26.3302614,-99.5290536,1,Agualeguas,Nuevo León,19
164149,954,80,Conrado Alvarado,262017.13,993127.957,183,G14A78,R,0,0,0,0,26.3380917,-99.5244325,1,Agualeguas,Nuevo León,19
164150,954,81,Chucho González,262035.877,992810.895,145,G14A78,R,0,0,0,0,26.3432992,-99.4696931,1,Agualeguas,Nuevo León,19
164151,954,86,San Antonio,261813.107,994355.223,257,G14A77,R,0,0,0,0,26.3036408,-99.7320064,1,Agualeguas,Nuevo León,19
164152,954,87,Rancho Seco,261926.753,994153.17,233,G14A77,R,1,0,0,1,26.3240981,-99.6981028,1,Agualeguas,Nuevo León,19
164153,954,89,San José,261732.436,993403.707,196,G14A78,R,0,0,0,0,26.2923433,-99.5676964,1,Agualeguas,Nuevo León,19
164154,954,90,Puerta las Ovejas,261726.622,993444.684,202,G14A78,R,4,0,0,1,26.2907283,-99.5790789,1,Agualeguas,Nuevo León,19
164155,954,91,Minerva,261755.893,993208.943,170,G14A78,R,4,0,0,1,26.2988592,-99.5358175,1,Agualeguas,Nuevo León,19
164156,954,93,El Huizache (Elizandro Jáuregui),261647.758,993038.583,159,G14A78,R,0,0,0,0,26.2799328,-99.5107175,1,Agualeguas,Nuevo León,19
164157,954,97,Los Robles,261517.499,995339.634,426,G14A77,R,3,0,0,1,26.2548608,-99.8943428,1,Agualeguas,Nuevo León,19
164158,954,100,San Rafael Uno,261200.675,994332.302,309,G14A87,R,0,0,0,0,26.2001875,-99.7256394,1,Agualeguas,Nuevo León,19
164159,954,102,La Atravesada,261019.948,994451.478,360,G14A87,R,0,0,0,0,26.1722078,-99.7476328,1,Agualeguas,Nuevo León,19
164160,954,103,Los Álamos,261317.492,994027.934,268,G14A87,R,0,0,0,0,26.2215256,-99.6744261,1,Agualeguas,Nuevo León,19
164161,954,111,San José,262023.203,993902.956,215,G14A78,R,3,0,0,1,26.3397786,-99.6508211,1,Agualeguas,Nuevo León,19
164162,954,115,Santa Isabel,261117.461,994944.021,415,G14A87,R,0,0,0,0,26.1881836,-99.8288947,1,Agualeguas,Nuevo León,19
164163,954,119,Las Delicias,262158.085,994812.521,249,G14A77,R,0,0,0,0,26.3661347,-99.8034781,1,Agualeguas,Nuevo León,19
164164,954,120,Don Jesús,261808.341,993415.333,200,G14A78,R,0,0,0,0,26.3023169,-99.5709258,1,Agualeguas,Nuevo León,19
164165,954,121,La Esmeralda,262217.389,993151.468,179,G14A78,R,0,0,0,0,26.3714969,-99.5309633,1,Agualeguas,Nuevo León,19
164166,954,122,Genoveva,261847.832,993309.957,188,G14A78,R,0,0,0,0,26.3132867,-99.5527658,1,Agualeguas,Nuevo León,19
164167,954,123,La Morita,261024.074,994502.191,368,G14A87,R,0,0,0,0,26.1733539,-99.7506086,1,Agualeguas,Nuevo León,19
164168,954,124,El Mortero,261321.058,995308.489,475,G14A87,R,0,0,0,0,26.2225161,-99.8856914,1,Agualeguas,Nuevo León,19
164169,954,125,Las Palmas,261526.772,993537.096,212,G14A78,R,0,0,0,0,26.2574367,-99.5936378,1,Agualeguas,Nuevo León,19
164170,954,126,La Perla,262009.72,993132.719,183,G14A78,R,0,0,0,0,26.3360333,-99.5257553,1,Agualeguas,Nuevo León,19
164171,954,127,Las Peñitas,261254.388,994303.226,292,G14A87,R,0,0,0,0,26.2151078,-99.7175628,1,Agualeguas,Nuevo León,19
164172,954,128,El Recuerdo,261739.998,993516.415,201,G14A78,R,0,0,0,0,26.2944439,-99.5878931,1,Agualeguas,Nuevo León,19
164173,954,130,La Rosita,261241.125,994332.375,294,G14A87,R,0,0,0,0,26.2114236,-99.7256597,1,Agualeguas,Nuevo León,19
164174,954,131,San Andrés (Marín de Porras),261634.459,993836.304,227,G14A78,R,10,0,0,2,26.2762386,-99.6434178,1,Agualeguas,Nuevo León,19
164175,954,134,Tío Mario,261752.987,993334.217,195,G14A78,R,4,0,0,1,26.2980519,-99.5595047,1,Agualeguas,Nuevo León,19
164176,954,136,Piedra Parada,261536.993,993115.341,159,G14A78,R,2,0,0,1,26.2602758,-99.5209281,1,Agualeguas,Nuevo León,19
164177,954,139,Bojinetes,261615.463,993442.348,200,G14A78,R,0,0,0,0,26.2709619,-99.57843,1,Agualeguas,Nuevo León,19
164178,954,140,La Brisa,261406.775,994151.921,270,G14A87,R,3,0,0,1,26.2352153,-99.6977558,1,Agualeguas,Nuevo León,19
164179,954,143,Las Comas,261435.182,993630.493,222,G14A88,R,0,0,0,0,26.2431061,-99.6084703,1,Agualeguas,Nuevo León,19
164180,954,144,Las Abejas (Los Villarreal),261656.618,993518.002,203,G14A78,R,0,0,0,0,26.2823939,-99.5883339,1,Agualeguas,Nuevo León,19
164181,954,145,Palo Blanco,261637.808,993615.916,210,G14A78,R,0,0,0,0,26.2771689,-99.6044211,1,Agualeguas,Nuevo León,19
164182,954,147,Santa Rita,261749.818,993936.209,226,G14A78,R,0,0,0,0,26.2971717,-99.6600581,1,Agualeguas,Nuevo León,19
164183,954,148,Doroteo García,261331.786,995227.19,451,G14A87,R,0,0,0,0,26.2254961,-99.8742194,1,Agualeguas,Nuevo León,19
164184,954,149,El Texano,261546.585,993519.19,210,G14A78,R,0,0,0,0,26.2629403,-99.5886639,1,Agualeguas,Nuevo León,19
164185,954,150,Marrubio,261706.253,995449.801,377,G14A77,R,0,0,0,0,26.2850703,-99.9138336,1,Agualeguas,Nuevo León,19
164186,954,151,Abdón Madrigal,261730.98,992942.867,151,G14A78,R,0,0,0,0,26.2919389,-99.4952408,1,Agualeguas,Nuevo León,19
164187,954,152,El Cadillal,261702.535,992840.408,145,G14A78,R,0,0,0,0,26.2840375,-99.4778911,1,Agualeguas,Nuevo León,19
164188,954,153,Chapa Ramos Uno,262246.874,993201.347,179,G14A78,R,0,0,0,0,26.3796872,-99.5337075,1,Agualeguas,Nuevo León,19
164189,954,154,Chapa Ramos Dos,262302.887,993303.682,183,G14A78,R,1,0,0,1,26.3841353,-99.5510228,1,Agualeguas,Nuevo León,19
164190,954,155,Chapotes Uno,262352.225,993204.771,177,G14A78,R,0,0,0,0,26.3978403,-99.5346586,1,Agualeguas,Nuevo León,19
164191,954,156,Chapotes Dos,262323.65,993155.409,177,G14A78,R,0,0,0,0,26.3899028,-99.5320581,1,Agualeguas,Nuevo León,19
164192,954,157,Las Encinas Dos,262432.089,993352.472,179,G14A78,R,0,0,0,0,26.4089136,-99.5645756,1,Agualeguas,Nuevo León,19
164193,954,158,Los Guerra,261651.605,992846.267,144,G14A78,R,0,0,0,0,26.2810014,-99.4795186,1,Agualeguas,Nuevo León,19
164194,954,159,José Guerra,261630.083,992900.561,141,G14A78,R,0,0,0,0,26.2750231,-99.4834892,1,Agualeguas,Nuevo León,19
164195,954,160,María Guadalupe,262141.614,993146.396,181,G14A78,R,0,0,0,0,26.3615594,-99.5295544,1,Agualeguas,Nuevo León,19
164196,954,163,El Roble,261828.578,993428.09,195,G14A78,R,4,0,0,1,26.3079383,-99.5744694,1,Agualeguas,Nuevo León,19
164197,954,164,Armando Barrientos,261826.196,993100.436,181,G14A78,R,0,0,0,0,26.3072767,-99.5167878,1,Agualeguas,Nuevo León,19
164198,954,165,Rogelio Jaime,261813.773,993045.623,167,G14A78,R,0,0,0,0,26.3038258,-99.5126731,1,Agualeguas,Nuevo León,19
164199,954,166,San Cristóbal,261804.402,993645.682,211,G14A78,R,3,0,0,2,26.3012228,-99.6126894,1,Agualeguas,Nuevo León,19
164200,954,167,Santo Niño,261715.983,993702.606,214,G14A78,R,0,0,0,0,26.2877731,-99.6173906,1,Agualeguas,Nuevo León,19
164201,954,168,Osvaldo Villarreal,261743.658,992953.739,156,G14A78,R,0,0,0,0,26.2954606,-99.4982608,1,Agualeguas,Nuevo León,19
164202,954,169,Ignacio Castellano (Encinos del Arroyo Pajuelos),262415.853,993434.351,172,G14A78,R,0,0,0,0,26.4044036,-99.5762086,1,Agualeguas,Nuevo León,19
164203,954,170,Los Mezquites,262328.307,993254.925,181,G14A78,R,5,0,0,1,26.3911964,-99.5485903,1,Agualeguas,Nuevo León,19
164204,954,172,El Apache,261937.278,992943.816,163,G14A78,R,0,0,0,0,26.3270217,-99.4955044,1,Agualeguas,Nuevo León,19
164205,954,173,El Derrame,262235.495,995133.621,260,G14A77,R,4,0,0,1,26.3765264,-99.8593392,1,Agualeguas,Nuevo León,19
164206,954,174,La Margarita,262144.076,995154.022,272,G14A77,R,0,0,0,0,26.3622433,-99.8650061,1,Agualeguas,Nuevo León,19
164207,954,176,Sagrado Corazón (Los Gutiérrez),261608.02,994030.749,242,G14A77,R,4,0,0,1,26.2688944,-99.6752081,1,Agualeguas,Nuevo León,19
164208,954,177,El Chamizal,261450.132,993839.958,238,G14A88,R,2,0,0,1,26.2472589,-99.6444328,1,Agualeguas,Nuevo León,19
164209,954,178,El Pilón,261503.566,993910.932,242,G14A78,R,0,0,0,0,26.2509906,-99.6530367,1,Agualeguas,Nuevo León,19
164210,954,179,Dos R,261556.636,993620.642,219,G14A78,R,0,0,0,0,26.2657322,-99.6057339,1,Agualeguas,Nuevo León,19
164211,954,180,La Conchita,261445.966,994030.743,251,G14A87,R,3,0,0,1,26.2461017,-99.6752064,1,Agualeguas,Nuevo León,19
164212,954,181,La Barreta,261544.981,994031.619,243,G14A77,R,5,0,0,1,26.2624947,-99.6754497,1,Agualeguas,Nuevo León,19
164213,954,182,Santa Fe,261809.929,993356.301,200,G14A78,R,4,0,0,1,26.3027581,-99.5656392,1,Agualeguas,Nuevo León,19
164214,954,183,Simón Cantú,261825.208,993522.968,200,G14A78,R,0,0,0,0,26.3070022,-99.5897133,1,Agualeguas,Nuevo León,19
164215,954,184,Armando Cantú,261908.622,993553.583,203,G14A78,R,0,0,0,0,26.3190617,-99.5982175,1,Agualeguas,Nuevo León,19
164216,954,186,La Ciénega,261858.131,993521.08,200,G14A78,R,0,0,0,0,26.3161475,-99.5891889,1,Agualeguas,Nuevo León,19
164217,954,187,El Tequileño,261933.807,993317.465,191,G14A78,R,0,0,0,0,26.3260575,-99.5548514,1,Agualeguas,Nuevo León,19
164218,954,189,El Ranchito,261922.085,993215.588,182,G14A78,R,1,0,0,1,26.3228014,-99.5376633,1,Agualeguas,Nuevo León,19
164219,954,190,Julio Enrique,261935.006,993231.607,189,G14A78,R,0,0,0,0,26.3263906,-99.5421131,1,Agualeguas,Nuevo León,19
164220,954,191,Ignacio Chapa (Las Palmitas),261941.718,993211.157,186,G14A78,R,0,0,0,0,26.328255,-99.5364325,1,Agualeguas,Nuevo León,19
164221,954,192,Oscar Salinas,261956.552,993202.461,185,G14A78,R,0,0,0,0,26.3323756,-99.5340169,1,Agualeguas,Nuevo León,19
164222,954,194,La Pinta,261958.326,993115.523,179,G14A78,R,0,0,0,0,26.3328683,-99.5209786,1,Agualeguas,Nuevo León,19
164223,954,195,Fructuoso Alvarado,262043.49,993056.321,181,G14A78,R,0,0,0,0,26.3454139,-99.5156447,1,Agualeguas,Nuevo León,19
164224,954,197,Don Ovando,261931.644,993143.992,182,G14A78,R,0,0,0,0,26.3254567,-99.5288867,1,Agualeguas,Nuevo León,19
164225,954,199,Vidal Molina,261739.681,993456.722,200,G14A78,R,0,0,0,0,26.2943558,-99.5824228,1,Agualeguas,Nuevo León,19
164226,954,200,El Potrero,262046.714,995158.627,287,G14A77,R,2,0,0,1,26.3463094,-99.8662853,1,Agualeguas,Nuevo León,19
164227,954,202,Los Salazar,262215.897,995320.632,260,G14A77,R,0,0,0,0,26.3710825,-99.8890644,1,Agualeguas,Nuevo León,19
164228,954,204,El Guajolote,261915.491,992640.132,140,G14A78,R,4,0,0,1,26.3209697,-99.4444811,1,Agualeguas,Nuevo León,19
164229,954,205,La Purísima Concepción,261933.211,993208.563,185,G14A78,R,0,0,0,0,26.3258919,-99.5357119,1,Agualeguas,Nuevo León,19
164230,954,206,Armando Cantú,261858.951,992538.388,130,G14A78,R,0,0,0,0,26.3163753,-99.42733,1,Agualeguas,Nuevo León,19
164231,954,207,Los Mogotes,262112.424,992848.041,150,G14A78,R,0,0,0,0,26.3534511,-99.4800114,1,Agualeguas,Nuevo León,19
164232,954,208,Nato Maldonado,262142.584,992829.525,148,G14A78,R,0,0,0,0,26.3618289,-99.4748681,1,Agualeguas,Nuevo León,19
164233,954,209,Ninguno,262045.157,992823.827,150,G14A78,R,0,0,0,0,26.3458769,-99.4732853,1,Agualeguas,Nuevo León,19
164234,954,210,El Pretexto,261856.902,993052.749,173,G14A78,R,0,0,0,0,26.3158061,-99.5146525,1,Agualeguas,Nuevo León,19
164235,954,211,Víctor Gómez,261729.958,992825.41,144,G14A78,R,0,0,0,0,26.291655,-99.473725,1,Agualeguas,Nuevo León,19
164236,954,212,La Tía Chabela (Roberto Maldonado),261425.443,993258.873,191,G14A88,R,0,0,0,0,26.2404008,-99.5496869,1,Agualeguas,Nuevo León,19
164237,954,214,José Ramos,261528.758,993500.84,208,G14A78,R,0,0,0,0,26.2579883,-99.5835667,1,Agualeguas,Nuevo León,19
164238,954,215,El Porvenir,261646.402,993449.332,202,G14A78,R,0,0,0,0,26.2795561,-99.58037,1,Agualeguas,Nuevo León,19
164239,954,216,Roel Barrientos,261627.735,992833.897,141,G14A78,R,0,0,0,0,26.2743708,-99.4760825,1,Agualeguas,Nuevo León,19
164240,954,217,La Barretita,261454.49,994009.555,249,G14A87,R,0,0,0,0,26.2484694,-99.6693208,1,Agualeguas,Nuevo León,19
164241,954,218,El Corral,261626.064,993938.132,233,G14A78,R,0,0,0,0,26.2739067,-99.6605922,1,Agualeguas,Nuevo León,19
164242,954,219,Ruperto Quiroga Landa,261518.11,994208.88,264,G14A77,R,7,0,0,1,26.2550306,-99.7024667,1,Agualeguas,Nuevo León,19
164243,954,220,La Ciénega,261523.294,994107.021,252,G14A77,R,0,0,0,0,26.2564706,-99.6852836,1,Agualeguas,Nuevo León,19
164244,954,221,San José,261917.687,993917.54,219,G14A78,R,2,0,0,2,26.3215797,-99.6548722,1,Agualeguas,Nuevo León,19
164245,954,222,Las Peñas,261307.961,994246.251,287,G14A87,R,0,0,0,0,26.2188781,-99.7128475,1,Agualeguas,Nuevo León,19
164246,954,223,La Palma,261342.273,994124.386,270,G14A87,R,1,0,0,1,26.2284092,-99.6901072,1,Agualeguas,Nuevo León,19
164247,954,224,La Esmeralda,261432.888,994338.846,291,G14A87,R,0,0,0,0,26.2424689,-99.7274572,1,Agualeguas,Nuevo León,19
164248,954,225,Las Palomas,261344.098,994219.712,279,G14A87,R,0,0,0,0,26.2289161,-99.7054756,1,Agualeguas,Nuevo León,19
164249,954,226,Tío Chonito,262023.582,994157.978,229,G14A77,R,0,0,0,0,26.3398839,-99.6994383,1,Agualeguas,Nuevo León,19
164250,954,227,Gerardo Villarreal,261833.477,994154.269,239,G14A77,R,0,0,0,0,26.3092992,-99.6984081,1,Agualeguas,Nuevo León,19
164251,954,228,Los Elizondo Número Uno,262014.761,995033.869,283,G14A77,R,1,0,0,1,26.3374336,-99.8427414,1,Agualeguas,Nuevo León,19
164252,954,230,Las Flores,262230.343,995058.483,257,G14A77,R,0,0,0,0,26.3750953,-99.8495786,1,Agualeguas,Nuevo León,19
164253,954,231,El Gallo Jorobado,261929.571,995240.33,317,G14A77,R,0,0,0,0,26.3248808,-99.8778694,1,Agualeguas,Nuevo León,19
164254,954,232,El Encino Solo,261945.607,995528.891,313,G14A77,R,0,0,0,0,26.3293353,-99.9246919,1,Agualeguas,Nuevo León,19
164255,954,233,San Pedro,261912.799,994705.275,274,G14A77,R,0,0,0,0,26.3202219,-99.7847986,1,Agualeguas,Nuevo León,19
164256,954,234,Santa Gertrudis,262023.178,994422.696,238,G14A77,R,0,0,0,0,26.3397717,-99.7396378,1,Agualeguas,Nuevo León,19
164257,954,235,José María Vela (La Perla),262030.454,994155.446,227,G14A77,R,0,0,0,0,26.3417928,-99.698735,1,Agualeguas,Nuevo León,19
164258,954,236,Alicia,262058.876,994535.483,240,G14A77,R,0,0,0,0,26.3496878,-99.7598564,1,Agualeguas,Nuevo León,19
164259,954,237,Las Comas,261801.471,994752.892,299,G14A77,R,0,0,0,0,26.3004086,-99.7980256,1,Agualeguas,Nuevo León,19
164260,954,239,Remigio Chapa,261330.774,995250.233,463,G14A87,R,0,0,0,0,26.225215,-99.8806203,1,Agualeguas,Nuevo León,19
164261,954,240,Ninguno,261651.487,994656.625,297,G14A77,R,0,0,0,0,26.2809686,-99.7823958,1,Agualeguas,Nuevo León,19
164262,954,241,San Roberto,261430.191,994430.128,304,G14A87,R,4,0,0,1,26.2417197,-99.7417022,1,Agualeguas,Nuevo León,19
164263,954,242,Santos Valadez (Piedra Parada),261528.278,993105.148,159,G14A78,R,2,0,0,1,26.257855,-99.5180967,1,Agualeguas,Nuevo León,19
164264,954,243,Verde,262230.484,993121.275,176,G14A78,R,0,0,0,0,26.3751344,-99.5225764,1,Agualeguas,Nuevo León,19
164265,954,244,Veintisiete de Octubre,262241.06,993034.464,172,G14A78,R,0,0,0,0,26.3780722,-99.5095733,1,Agualeguas,Nuevo León,19
164266,954,245,Los Mogotes,262303.025,992914.414,169,G14A78,R,0,0,0,0,26.3841736,-99.4873372,1,Agualeguas,Nuevo León,19
164267,954,246,Lázaro Maldonado,262223.062,992935.182,170,G14A78,R,1,0,0,1,26.3730728,-99.4931061,1,Agualeguas,Nuevo León,19
164268,954,247,Las Dos Rosas,262227.688,992915.447,161,G14A78,R,0,0,0,0,26.3743578,-99.4876242,1,Agualeguas,Nuevo León,19
164269,954,248,El Chulo,262203.543,993034.055,176,G14A78,R,0,0,0,0,26.3676508,-99.5094597,1,Agualeguas,Nuevo León,19
164270,954,249,AJ,262130.09,993242.396,186,G14A78,R,0,0,0,0,26.3583583,-99.54511,1,Agualeguas,Nuevo León,19
164271,954,250,El Quemado,262122.088,993415.944,192,G14A78,R,0,0,0,0,26.3561356,-99.5710956,1,Agualeguas,Nuevo León,19
164272,954,251,El Quemado,262139.193,993319.127,189,G14A78,R,0,0,0,0,26.3608869,-99.5553131,1,Agualeguas,Nuevo León,19
164273,954,252,La Rosita,262220.147,993409.665,189,G14A78,R,0,0,0,0,26.3722631,-99.5693514,1,Agualeguas,Nuevo León,19
164274,954,253,Ninguno,262214.624,993329.929,187,G14A78,R,0,0,0,0,26.3707289,-99.5583136,1,Agualeguas,Nuevo León,19
164275,954,254,El Calvario,261507.452,993136.063,158,G14A78,R,0,0,0,0,26.25207,-99.5266842,1,Agualeguas,Nuevo León,19
164276,954,255,Santa Cruz,262339.615,993140.688,175,G14A78,R,0,0,0,0,26.3943375,-99.5279689,1,Agualeguas,Nuevo León,19
