TIENDA_ID,MES_ID,VENTA_TOTAL,FECHA,LATITUD_NUM,LONGITUD_NUM,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
5,202302.0,1262154.25,2023-02-28,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202303.0,1478414.23,2023-03-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202304.0,1541199.79,2023-04-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202305.0,1626305.44,2023-05-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202306.0,1732605.14,2023-06-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202307.0,1715405.92,2023-07-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202308.0,1675093.57,2023-08-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202309.0,1788043.05,2023-09-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202310.0,1595849.72,2023-10-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202311.0,1508769.78,2023-11-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202312.0,1727566.05,2023-12-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202401.0,1628417.71,2024-01-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202402.0,1415936.34,2024-02-29,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202403.0,1693129.22,2024-03-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202404.0,1708749.33,2024-04-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202405.0,2004008.03,2024-05-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202406.0,1864158.91,2024-06-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202407.0,1839386.54,2024-07-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202408.0,1640935.0792964664,2024-08-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202409.0,1773295.4154154507,2024-09-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202410.0,1640841.5600804766,2024-10-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202411.0,1566312.2,2024-11-30,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202412.0,769058.2,2024-12-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202301.0,563471.59,2023-01-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202302.0,528673.56,2023-02-28,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202303.0,581093.23,2023-03-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202304.0,627341.29,2023-04-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202305.0,657179.32,2023-05-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202306.0,706871.94,2023-06-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202307.0,696131.6,2023-07-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202308.0,646251.67,2023-08-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202309.0,711451.62,2023-09-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202310.0,635643.78,2023-10-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202311.0,584047.43,2023-11-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202312.0,669952.38,2023-12-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202401.0,670117.8,2024-01-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202402.0,549597.87,2024-02-29,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202403.0,664241.73,2024-03-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202404.0,685811.45,2024-04-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202405.0,901450.23,2024-05-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202406.0,847171.53,2024-06-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202407.0,799826.35,2024-07-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202408.0,746947.3988883311,2024-08-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202409.0,656588.8023832333,2024-09-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202410.0,731420.5236515686,2024-10-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202411.0,713226.55,2024-11-30,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
6,202412.0,347584.15,2024-12-31,26.02745,-98.35609,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202301.0,786649.59,2023-01-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202302.0,706726.26,2023-02-28,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202303.0,839291.44,2023-03-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202304.0,899954.88,2023-04-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202305.0,940253.71,2023-05-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202306.0,942275.14,2023-06-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202307.0,991954.01,2023-07-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202308.0,935328.62,2023-08-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202309.0,1049884.11,2023-09-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202310.0,899853.12,2023-10-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202311.0,874273.81,2023-11-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202312.0,940907.22,2023-12-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202401.0,914446.82,2024-01-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202402.0,794396.2,2024-02-29,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202403.0,918317.38,2024-03-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202404.0,899385.13,2024-04-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202405.0,1031178.64,2024-05-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202406.0,1005535.82,2024-06-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202407.0,968020.36,2024-07-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202408.0,985433.2382102374,2024-08-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202409.0,957951.8421678689,2024-09-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202410.0,943826.1897449808,2024-10-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202411.0,893116.65,2024-11-30,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
7,202412.0,396541.34,2024-12-31,26.08957,-98.33238,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
8,202301.0,713967.39,2023-01-31,26.04768,-98.2894,2.0,C,Base,0.0,0.0,0.0,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
8,202302.0,701578.9,2023-02-28,26.04768,-98.2894,2.0,C,Base,0.0,0.0,0.0,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
